2020-05-15/20:47:23		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:37		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:38		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:39		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:40		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:41		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:42		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:43		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:44		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:45		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
2020-05-15/20:47:46		 BackOrder_10052019_120210.csv: File loaded successfully!!
