Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
33,3437159,-1.0,8.0,0.0,13.0,21.0,25.0,1.0,5.0,10.0,16.0,0.0,No,0.0,1.0,1.0,1.0,No,No,No,Yes,No,Yes
34,3438592,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,0.0,No,0.0,0.97,0.93,0.0,No,No,No,Yes,No,Yes
35,3439350,2.0,8.0,2.0,49.0,85.0,117.0,12.0,36.0,59.0,84.0,12.0,No,0.0,0.95,0.96,0.0,No,No,No,Yes,No,Yes
36,3444593,4.0,8.0,0.0,14.0,28.0,28.0,5.0,11.0,44.0,49.0,0.0,No,0.0,0.82,0.68,0.0,No,No,No,Yes,No,Yes
37,3448251,0.0,12.0,0.0,8.0,15.0,23.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
38,3448537,0.0,4.0,0.0,1200.0,2100.0,3000.0,0.0,0.0,0.0,0.0,959.0,No,0.0,0.73,0.78,0.0,No,No,No,No,No,Yes
39,3449539,13.0,8.0,0.0,14.0,21.0,35.0,6.0,14.0,27.0,43.0,4.0,No,0.0,0.66,0.64,0.0,No,No,No,Yes,No,Yes
40,3452005,788.0,22.0,523.0,1198.0,2055.0,2503.0,652.0,1076.0,1261.0,1898.0,462.0,No,0.0,0.93,0.89,0.0,No,No,No,Yes,No,Yes
41,3456011,0.0,2.0,1.0,2.0,5.0,7.0,1.0,2.0,5.0,11.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,Yes
42,3465752,1.0,12.0,0.0,4.0,6.0,8.0,1.0,3.0,9.0,11.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,Yes
43,3469225,26.0,3.0,0.0,62.0,152.0,236.0,27.0,57.0,123.0,189.0,10.0,No,0.0,0.91,0.91,0.0,No,No,No,Yes,No,Yes
44,3472589,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.83,0.85,0.0,No,No,No,Yes,No,Yes
45,3474401,8.0,3.0,0.0,72.0,108.0,132.0,12.0,65.0,88.0,130.0,32.0,No,0.0,0.41,0.46,0.0,No,No,No,Yes,No,Yes
46,3480496,10.0,8.0,0.0,88.0,136.0,172.0,17.0,50.0,105.0,156.0,23.0,No,0.0,0.25,0.31,0.0,No,No,No,Yes,No,Yes
47,3496595,2.0,2.0,0.0,72.0,144.0,216.0,42.0,56.0,65.0,80.0,0.0,No,0.0,0.99,0.98,0.0,Yes,No,No,Yes,No,Yes
48,3502627,-102.0,8.0,0.0,215.0,232.0,283.0,1.0,14.0,71.0,133.0,45.0,No,0.0,0.5,0.46,102.0,No,No,No,Yes,No,Yes
49,3511965,2.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,No,0.0,0.35,0.41,0.0,No,No,No,Yes,No,Yes
50,3517577,5.0,16.0,0.0,68.0,83.0,113.0,4.0,18.0,54.0,83.0,27.0,No,0.0,0.66,0.64,0.0,Yes,No,Yes,Yes,No,Yes
51,3383741,0.0,8.0,0.0,25.0,40.0,55.0,10.0,27.0,45.0,61.0,0.0,No,5.0,0.34,0.57,0.0,No,No,No,Yes,No,Yes
52,3421527,0.0,4.0,0.0,24.0,35.0,46.0,22.0,27.0,46.0,49.0,2.0,No,2.0,0.84,0.86,0.0,No,No,No,Yes,No,Yes
53,3504541,-19.0,8.0,0.0,59.0,59.0,59.0,4.0,13.0,28.0,40.0,2.0,No,1.0,0.5,0.46,19.0,No,No,No,Yes,No,Yes
54,3338442,40.0,8.0,12.0,280.0,447.0,612.0,62.0,219.0,419.0,631.0,67.0,No,20.0,0.75,0.85,0.0,No,No,No,Yes,No,Yes
55,3459396,0.0,8.0,0.0,19.0,34.0,46.0,1.0,9.0,14.0,21.0,2.0,No,1.0,0.37,0.34,0.0,No,No,No,Yes,No,Yes
56,3520169,0.0,2.0,0.0,16.0,28.0,42.0,1.0,5.0,12.0,13.0,2.0,No,4.0,0.02,0.07,0.0,No,No,No,Yes,No,Yes
57,3308208,501.0,2.0,380.0,10164.0,15464.0,20064.0,1916.0,5211.0,8646.0,14144.0,1606.0,No,800.0,0.1,0.17,1.0,No,No,No,Yes,No,Yes
58,3300297,0.0,2.0,0.0,19.0,21.0,21.0,0.0,0.0,0.0,1.0,0.0,No,14.0,0.0,0.0,0.0,No,No,No,Yes,No,Yes
59,3323214,61.0,2.0,7.0,330.0,582.0,841.0,64.0,233.0,482.0,706.0,78.0,No,14.0,0.33,0.32,0.0,No,No,No,Yes,No,Yes
60,3473922,67.0,8.0,78.0,2249.0,3758.0,5609.0,461.0,1882.0,3495.0,4720.0,447.0,No,232.0,0.79,0.71,14.0,No,No,Yes,Yes,No,Yes
61,3466645,31.0,2.0,0.0,294.0,490.0,686.0,43.0,201.0,371.0,544.0,70.0,No,21.0,0.33,0.32,0.0,No,No,No,Yes,No,Yes
62,3284994,9.0,8.0,1.0,53.0,68.0,88.0,3.0,26.0,54.0,105.0,17.0,No,3.0,0.73,0.7,0.0,No,No,No,Yes,No,Yes
63,3511973,-1.0,8.0,3.0,636.0,1078.0,1554.0,87.0,376.0,851.0,1304.0,207.0,No,13.0,0.51,0.57,10.0,No,No,Yes,Yes,No,Yes
64,3315744,15.0,8.0,0.0,488.0,748.0,988.0,85.0,268.0,473.0,765.0,89.0,No,40.0,0.9,0.95,5.0,No,No,No,Yes,No,Yes
65,3413850,1.0,8.0,0.0,69.0,90.0,110.0,14.0,47.0,79.0,114.0,11.0,No,5.0,0.38,0.38,0.0,No,No,No,Yes,No,Yes
66,3361022,433.0,5.0,18.0,2556.0,4518.0,6300.0,530.0,1641.0,3250.0,5041.0,155.0,No,108.0,0.75,0.67,0.0,No,No,No,Yes,No,Yes
67,3497309,49.0,2.0,0.0,468.0,810.0,1152.0,93.0,340.0,634.0,932.0,104.0,No,54.0,0.33,0.32,0.0,No,No,No,Yes,No,Yes
68,3368961,0.0,2.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,No,1.0,0.64,0.64,0.0,Yes,No,Yes,Yes,No,Yes
69,3383151,298.0,2.0,50.0,2662.0,4162.0,5662.0,609.0,1841.0,3490.0,5346.0,387.0,No,90.0,0.53,0.44,1.0,No,No,Yes,Yes,No,Yes
70,3349603,9.0,8.0,4.0,289.0,426.0,534.0,35.0,137.0,288.0,439.0,54.0,No,28.0,0.87,0.9,4.0,No,No,No,Yes,No,Yes
71,3444342,194.0,8.0,0.0,1386.0,2160.0,3078.0,351.0,1076.0,1862.0,2666.0,356.0,No,36.0,0.75,0.85,0.0,No,No,No,Yes,No,Yes
72,3368411,0.0,12.0,0.0,3.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,No,1.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
73,3368940,0.0,4.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,No,3.0,0.7,0.66,0.0,Yes,No,No,Yes,No,Yes
74,3292938,95.0,8.0,54.0,320.0,440.0,550.0,73.0,165.0,239.0,424.0,89.0,No,10.0,0.82,0.81,0.0,No,No,No,Yes,No,Yes
75,3288994,69.0,8.0,18.0,366.0,576.0,828.0,74.0,242.0,484.0,686.0,54.0,No,12.0,0.78,0.75,0.0,No,No,No,Yes,No,Yes
76,3439960,-1.0,8.0,0.0,10.0,14.0,20.0,5.0,9.0,14.0,16.0,1.0,No,1.0,0.37,0.34,1.0,No,No,No,Yes,No,Yes
77,3383825,12.0,2.0,0.0,180.0,180.0,360.0,17.0,49.0,111.0,135.0,6.0,No,180.0,0.73,0.7,0.0,No,No,No,Yes,No,Yes
78,3504686,5.0,2.0,0.0,19.0,23.0,27.0,6.0,11.0,27.0,39.0,6.0,No,3.0,0.01,0.0,0.0,No,No,No,Yes,No,Yes
79,3417565,2.0,8.0,0.0,28.0,50.0,68.0,2.0,15.0,34.0,56.0,1.0,No,6.0,0.52,0.67,0.0,No,No,No,Yes,No,Yes
80,3346545,0.0,2.0,0.0,24.0,36.0,48.0,5.0,14.0,22.0,31.0,0.0,No,12.0,0.13,0.17,0.0,No,No,No,Yes,No,Yes
81,3286219,166.0,2.0,18.0,1004.0,1696.0,2366.0,193.0,628.0,1319.0,1981.0,162.0,No,39.0,0.33,0.32,0.0,No,No,No,Yes,No,Yes
82,3335956,-18.0,8.0,61.0,1785.0,2610.0,3510.0,167.0,918.0,1716.0,2325.0,301.0,No,15.0,0.81,0.84,45.0,No,No,No,Yes,No,Yes
83,3399852,-5.0,8.0,0.0,28.0,44.0,61.0,0.0,9.0,16.0,21.0,0.0,No,8.0,0.79,0.66,5.0,No,No,No,Yes,No,Yes
84,3490705,-13.0,2.0,0.0,791.0,1261.0,1806.0,129.0,644.0,777.0,778.0,87.0,No,53.0,0.73,0.7,16.0,No,No,No,Yes,No,Yes
85,3376808,5.0,8.0,0.0,120.0,180.0,240.0,18.0,65.0,119.0,175.0,30.0,No,10.0,0.94,0.94,1.0,No,No,No,Yes,No,Yes
86,3354881,32.0,4.0,0.0,311.0,446.0,587.0,14.0,43.0,43.0,43.0,17.0,No,4.0,0.73,0.78,0.0,No,No,No,Yes,No,Yes
87,3290417,0.0,2.0,0.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,No,6.0,0.83,0.6,0.0,Yes,No,No,Yes,No,Yes
88,3320174,14.0,12.0,0.0,568.0,971.0,1397.0,103.0,410.0,869.0,1219.0,169.0,No,38.0,0.73,0.79,7.0,No,No,No,Yes,No,Yes
89,3426367,1.0,8.0,0.0,1710.0,2466.0,3222.0,364.0,1122.0,1981.0,2906.0,424.0,No,90.0,0.75,0.85,22.0,No,No,No,Yes,No,Yes
90,3410843,105.0,8.0,0.0,761.0,975.0,1189.0,140.0,400.0,729.0,1100.0,136.0,No,92.0,0.53,0.44,5.0,No,No,Yes,Yes,No,Yes
91,3509739,0.0,2.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,No,1.0,0.64,0.64,0.0,Yes,No,Yes,Yes,No,Yes
92,3399902,0.0,4.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,No,2.0,0.57,0.68,0.0,No,No,No,Yes,No,Yes
93,3429893,0.0,12.0,0.0,47.0,79.0,111.0,5.0,22.0,56.0,92.0,0.0,No,15.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
94,3350868,6.0,2.0,0.0,70.0,112.0,196.0,19.0,54.0,176.0,200.0,33.0,No,28.0,0.95,0.96,0.0,No,No,No,Yes,No,Yes
95,3377202,44.0,8.0,4.0,216.0,354.0,582.0,45.0,157.0,325.0,475.0,26.0,No,12.0,0.53,0.54,0.0,No,No,Yes,Yes,No,Yes
96,3516724,786.0,8.0,445.0,14245.0,21581.0,28995.0,2632.0,6913.0,14162.0,20709.0,3706.0,No,1282.0,0.73,0.7,37.0,No,No,No,Yes,No,Yes
97,3358135,1.0,8.0,8.0,102.0,130.0,178.0,26.0,63.0,104.0,141.0,9.0,No,1.0,0.5,0.46,1.0,No,No,No,Yes,No,Yes
98,3354719,2.0,8.0,0.0,58.0,106.0,160.0,5.0,32.0,66.0,98.0,0.0,No,6.0,0.9,0.94,0.0,No,No,No,Yes,No,Yes
99,3463917,730.0,12.0,408.0,1541.0,2549.0,3941.0,895.0,1906.0,3267.0,4133.0,554.0,No,5.0,0.68,0.68,0.0,No,No,No,Yes,No,Yes
100,3471628,0.0,2.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,2.0,No,6.0,1.0,0.33,0.0,No,No,No,Yes,No,Yes
101,3448569,9.0,8.0,5.0,112.0,172.0,242.0,13.0,69.0,187.0,246.0,20.0,No,7.0,0.65,0.71,0.0,No,No,Yes,Yes,No,Yes
102,3414752,117.0,8.0,20.0,800.0,1450.0,2200.0,228.0,918.0,1233.0,1596.0,179.0,No,20.0,0.73,0.7,0.0,No,No,No,Yes,No,Yes
103,3486290,324.0,8.0,1.0,1817.0,3509.0,5013.0,229.0,969.0,2411.0,3268.0,356.0,Yes,131.0,0.81,0.56,11.0,No,No,No,Yes,No,Yes
104,3444775,0.0,12.0,0.0,4.0,4.0,6.0,0.0,1.0,3.0,4.0,1.0,No,1.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
105,3467456,-20.0,8.0,3.0,271.0,387.0,505.0,64.0,149.0,279.0,477.0,42.0,No,12.0,0.57,0.59,27.0,No,No,No,Yes,No,Yes
106,3418762,224.0,8.0,15.0,1239.0,1918.0,2760.0,275.0,949.0,1702.0,2445.0,267.0,No,46.0,0.26,0.37,68.0,No,No,No,Yes,No,Yes
107,3305466,9.0,2.0,7.0,49.0,89.0,129.0,18.0,47.0,81.0,104.0,0.0,No,1.0,0.97,0.95,0.0,No,No,No,Yes,No,Yes
108,3312704,13.0,8.0,0.0,72.0,120.0,174.0,23.0,46.0,87.0,151.0,16.0,No,6.0,0.5,0.46,0.0,No,No,No,Yes,No,Yes
109,3384767,0.0,8.0,0.0,31.0,47.0,57.0,3.0,11.0,21.0,30.0,14.0,No,1.0,0.0,0.33,0.0,No,No,No,Yes,No,Yes
110,3339819,0.0,2.0,0.0,70.0,106.0,106.0,0.0,0.0,0.0,0.0,6.0,No,34.0,0.88,0.94,0.0,No,No,No,Yes,No,Yes
111,3456284,-51.0,8.0,1.0,472.0,744.0,1016.0,32.0,152.0,369.0,559.0,111.0,No,1.0,0.16,0.1,56.0,Yes,No,Yes,Yes,No,Yes
112,3321772,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,No,1.0,0.37,0.34,0.0,Yes,No,No,Yes,No,Yes
113,3385755,0.0,,0.0,166.0,242.0,312.0,28.0,32.0,33.0,34.0,18.0,No,2.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
114,3498789,26.0,8.0,1.0,168.0,240.0,328.0,23.0,97.0,176.0,274.0,65.0,No,8.0,0.15,0.1,0.0,No,No,No,Yes,No,Yes
115,3426958,111.0,8.0,19.0,1260.0,1960.0,2660.0,257.0,881.0,1525.0,2236.0,247.0,No,140.0,0.02,0.12,0.0,No,No,No,Yes,No,Yes
116,3427439,0.0,2.0,0.0,348.0,648.0,848.0,0.0,0.0,0.0,0.0,0.0,No,123.0,0.82,0.81,0.0,Yes,No,Yes,Yes,No,Yes
117,3340738,0.0,2.0,0.0,212.0,422.0,642.0,0.0,0.0,0.0,0.0,0.0,No,62.0,0.19,0.46,0.0,No,No,No,Yes,No,Yes
118,3502603,97.0,8.0,26.0,271.0,437.0,627.0,54.0,231.0,430.0,655.0,47.0,No,10.0,0.78,0.75,0.0,No,No,No,Yes,No,Yes
119,3287465,2.0,2.0,0.0,8.0,14.0,20.0,3.0,6.0,9.0,10.0,1.0,No,1.0,0.75,0.43,0.0,No,No,No,Yes,No,Yes
120,3291513,23.0,9.0,0.0,270.0,390.0,470.0,23.0,173.0,273.0,373.0,25.0,No,19.0,0.85,0.82,2.0,No,No,No,Yes,No,Yes
121,3352091,0.0,2.0,0.0,23.0,23.0,23.0,0.0,3.0,3.0,3.0,0.0,No,3.0,0.16,0.1,0.0,No,No,No,Yes,No,Yes
122,3442505,98.0,,0.0,554.0,929.0,1280.0,10.0,10.0,10.0,14.0,94.0,No,26.0,-99.0,-99.0,0.0,No,No,No,Yes,No,Yes
123,3347794,0.0,8.0,0.0,22.0,36.0,46.0,0.0,5.0,15.0,27.0,0.0,No,1.0,0.19,0.49,0.0,No,No,No,Yes,No,Yes
124,3460977,61.0,8.0,7.0,1278.0,1776.0,2248.0,200.0,515.0,1035.0,1913.0,325.0,No,127.0,0.57,0.59,16.0,No,No,No,Yes,No,Yes
125,3465183,1.0,2.0,0.0,3.0,5.0,8.0,1.0,3.0,4.0,7.0,0.0,No,2.0,0.75,0.54,0.0,No,No,No,Yes,No,Yes
126,3423094,5.0,8.0,0.0,464.0,739.0,1014.0,74.0,257.0,547.0,824.0,86.0,No,50.0,0.88,0.94,8.0,No,No,No,Yes,No,Yes
127,3461389,29.0,8.0,0.0,299.0,395.0,539.0,84.0,213.0,432.0,689.0,58.0,No,24.0,0.53,0.54,2.0,No,No,Yes,Yes,No,Yes
128,3438150,24.0,2.0,0.0,130.0,200.0,270.0,62.0,185.0,238.0,243.0,19.0,No,30.0,0.46,0.68,0.0,No,No,Yes,Yes,No,Yes
129,3355182,1.0,2.0,0.0,35.0,65.0,95.0,10.0,29.0,50.0,52.0,0.0,No,4.0,-99.0,0.0,0.0,No,No,No,Yes,No,Yes
130,3461296,6.0,2.0,0.0,4.0,6.0,8.0,0.0,2.0,3.0,3.0,1.0,No,1.0,0.98,0.99,0.0,No,No,No,Yes,No,Yes
131,3475837,232.0,8.0,25.0,1272.0,2148.0,3024.0,213.0,812.0,1765.0,2788.0,631.0,No,72.0,0.22,0.5,0.0,No,No,No,Yes,No,Yes
132,3415665,117.0,2.0,0.0,347.0,543.0,739.0,110.0,374.0,536.0,771.0,99.0,No,55.0,0.05,0.32,0.0,No,No,No,Yes,No,Yes
133,3389109,0.0,12.0,0.0,7.0,8.0,10.0,0.0,2.0,8.0,9.0,0.0,No,2.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
134,3446419,4.0,16.0,0.0,114.0,114.0,114.0,23.0,54.0,123.0,218.0,24.0,No,8.0,0.31,0.4,0.0,No,No,No,Yes,No,Yes
135,3430533,1.0,8.0,0.0,96.0,141.0,183.0,16.0,51.0,104.0,138.0,50.0,No,5.0,0.43,0.59,1.0,No,No,No,Yes,No,Yes
136,3423037,1.0,8.0,0.0,42.0,70.0,102.0,7.0,25.0,51.0,90.0,0.0,No,4.0,0.51,0.31,0.0,No,No,Yes,Yes,No,Yes
137,3464951,22.0,8.0,0.0,288.0,504.0,828.0,61.0,246.0,563.0,753.0,57.0,No,12.0,0.31,0.2,1.0,No,No,No,Yes,No,Yes
138,3392911,3.0,12.0,0.0,10.0,17.0,24.0,4.0,9.0,17.0,26.0,0.0,No,2.0,0.73,0.79,0.0,No,No,No,Yes,No,Yes
139,3294920,-68.0,8.0,0.0,1068.0,1764.0,2736.0,285.0,996.0,1906.0,2603.0,220.0,No,12.0,0.31,0.2,74.0,No,No,No,Yes,No,Yes
140,3487562,-2.0,8.0,0.0,449.0,653.0,857.0,55.0,219.0,401.0,620.0,74.0,No,41.0,0.02,0.12,6.0,No,No,Yes,Yes,No,Yes
141,3453267,34.0,8.0,0.0,282.0,430.0,578.0,37.0,240.0,467.0,625.0,63.0,No,34.0,0.79,0.71,0.0,No,No,No,Yes,No,Yes
142,3317719,1.0,2.0,0.0,4.0,6.0,9.0,2.0,4.0,6.0,10.0,0.0,No,1.0,0.97,0.93,0.0,No,No,No,Yes,No,Yes
143,3298875,224.0,2.0,0.0,2875.0,5259.0,7753.0,676.0,2924.0,5566.0,6851.0,364.0,No,18.0,0.31,0.34,1.0,No,No,No,Yes,No,Yes
144,3404101,25.0,14.0,50.0,493.0,829.0,1261.0,136.0,420.0,636.0,850.0,78.0,No,14.0,0.65,0.71,0.0,No,No,Yes,Yes,No,Yes
145,3336503,9.0,8.0,3.0,41.0,65.0,89.0,2.0,33.0,75.0,106.0,0.0,No,1.0,0.94,0.95,0.0,No,No,No,Yes,No,Yes
146,3344220,4.0,8.0,0.0,67.0,98.0,160.0,8.0,36.0,87.0,119.0,0.0,No,2.0,0.75,0.54,0.0,No,No,No,Yes,No,Yes
147,3298711,-75.0,15.0,8.0,540.0,732.0,972.0,70.0,213.0,476.0,724.0,59.0,No,30.0,0.06,0.09,84.0,No,No,No,Yes,No,Yes
148,3488387,0.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,No,1.0,0.65,0.71,0.0,No,No,Yes,Yes,No,Yes
149,3292000,38.0,8.0,0.0,216.0,324.0,396.0,34.0,118.0,244.0,374.0,53.0,No,36.0,0.02,0.12,2.0,No,No,Yes,Yes,No,Yes
150,3356920,0.0,8.0,0.0,37.0,43.0,55.0,3.0,10.0,18.0,28.0,0.0,No,4.0,0.35,0.36,0.0,No,No,No,Yes,No,Yes
151,3390250,0.0,2.0,0.0,8.0,13.0,18.0,2.0,6.0,9.0,13.0,0.0,No,4.0,0.13,0.15,0.0,No,No,No,Yes,No,Yes
152,3469582,0.0,8.0,0.0,141.0,245.0,351.0,27.0,83.0,157.0,220.0,20.0,No,5.0,0.79,0.66,0.0,No,No,No,Yes,No,Yes
153,3503918,12.0,8.0,0.0,21.0,21.0,29.0,4.0,12.0,20.0,37.0,36.0,No,4.0,0.27,0.53,0.0,No,No,No,Yes,No,Yes
154,3303732,1.0,,0.0,92.0,172.0,256.0,13.0,42.0,78.0,100.0,0.0,No,4.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,Yes
155,3518724,27.0,8.0,2.0,42.0,62.0,84.0,9.0,28.0,56.0,84.0,12.0,No,4.0,0.18,0.38,0.0,No,No,Yes,Yes,No,Yes
156,3326185,0.0,2.0,0.0,74.0,99.0,124.0,0.0,0.0,0.0,0.0,4.0,No,24.0,0.7,0.71,0.0,No,No,Yes,Yes,No,Yes
157,3310687,47.0,8.0,25.0,471.0,789.0,1095.0,107.0,362.0,701.0,1020.0,97.0,No,42.0,0.89,0.91,1.0,No,No,No,Yes,No,Yes
158,3428048,6.0,2.0,0.0,54.0,102.0,150.0,17.0,50.0,91.0,129.0,9.0,No,6.0,0.58,0.38,0.0,No,No,Yes,Yes,No,Yes
159,3484438,18.0,2.0,0.0,210.0,280.0,420.0,48.0,123.0,240.0,331.0,42.0,No,70.0,0.46,0.68,2.0,No,No,No,Yes,No,Yes
